date,precipitation,temp_max,temp_min,wind,weather
2000-09-05,0.0,15.9,8.4,4.4,sun
2000-09-06,0.0,24.3,0.4,3.5,sun
2000-09-06,0.0,23.0,9.6,1.5,sun
2000-09-06,0.0,23.6,1.0,2.1,fog
2000-09-07,0.0,13.8,11.4,2.4,fog
2000-09-08,0.0,12.9,6.1,3.3,fog
2000-09-08,0.0,20.0,11.5,0.9,fog
2000-09-08,1.8,15.3,11.6,1.7,drizzle
2000-09-08,0.0,17.6,5.2,2.6,fog
2000-09-09,0.0,11.4,8.6,2.1,fog
2000-09-10,0.0,18.7,2.6,4.1,fog
2000-09-12,0.0,19.2,3.6,1.5,fog
2000-09-12,0.0,19.6,12.1,1.3,fog
2000-09-13,0.0,14.9,5.1,2.1,fog
2000-09-13,0.4,12.3,9.7,2.8,drizzle
2000-09-15,0.0,3.8,0.3,2.9,sun
2000-09-16,0.0,10.6,8.5,3.1,fog
2000-09-17,0.0,18.1,6.2,1.6,fog
2000-09-17,0.0,13.0,-0.8,1.4,fog
2000-09-19,2.0,12.8,5.7,1.9,drizzle
2000-09-20,0.0,8.6,6.8,3.2,sun
2000-09-20,0.0,15.5,-6.3,6.2,fog
2000-09-20,0.1,9.3,7.7,4.1,rain
2000-09-21,1.3,24.9,13.3,2.8,drizzle
2000-09-22,0.1,15.9,-1.9,1.9,drizzle
2000-09-23,0.0,11.8,4.5,3.3,fog
2000-09-23,0.4,8.1,-1.1,3.2,drizzle
2000-09-24,0.6,22.9,17.6,1.6,drizzle
2000-09-24,0.0,5.7,1.7,2.5,fog
2000-09-26,0.0,22.2,19.4,4.3,sun
2000-09-26,0.0,24.8,7.4,2.9,fog
2000-09-26,1.8,16.5,15.9,3.8,drizzle
2000-10-01,0.0,22.2,12.0,3.4,sun
2000-10-02,26.0,16.4,6.1,5.0,rain
2000-10-03,0.8,18.0,3.4,4.5,rain
2000-10-04,0.0,19.0,2.1,2.1,fog
2000-10-04,0.0,10.7,-0.1,2.5,fog
2000-10-08,1.9,11.8,6.3,2.8,drizzle
2000-10-09,0.0,9.3,6.4,3.0,fog
2000-10-09,0.0,6.0,4.8,3.8,fog
2000-10-10,0.0,7.5,2.5,2.3,fog
2000-10-10,0.0,20.4,8.7,3.2,fog
2000-10-11,0.0,24.8,8.7,2.3,sun
2000-10-11,0.0,13.8,-4.7,1.0,sun
2000-10-13,1.1,18.6,11.5,2.4,drizzle
2000-10-14,0.7,14.4,8.3,2.6,drizzle
2000-10-15,0.0,7.6,-2.5,1.8,fog
2000-10-15,3.1,8.5,7.2,2.3,rain
2000-10-15,1.8,10.8,6.9,5.3,rain
2000-10-18,0.0,11.0,7.9,2.8,fog
2000-10-19,1.1,17.1,8.8,0.9,rain
2000-10-19,0.0,14.4,10.9,0.7,fog
2000-10-20,0.0,22.4,14.7,0.2,fog
2000-10-21,10.9,20.4,3.2,6.8,rain
2000-10-23,4.0,11.5,4.8,4.5,rain
2000-10-23,0.0,20.6,4.8,0.6,fog
2000-10-26,0.0,12.6,3.7,3.0,fog
2000-10-26,1.3,18.3,3.3,4.2,rain
2000-10-26,24.7,7.3,4.5,2.5,rain
2000-10-27,1.4,32.6,10.4,1.6,drizzle
2000-10-27,8.5,9.4,7.6,2.3,rain
2000-11-01,1.3,32.7,9.2,1.9,drizzle
2000-11-04,6.2,1.1,-2.1,4.4,snow
2000-11-05,1.9,3.7,1.0,3.3,snow
2000-11-06,0.0,7.3,5.5,2.4,fog
2000-11-06,12.0,1.5,-1.9,3.6,snow
2000-11-09,0.0,13.9,9.1,5.6,fog
2000-11-09,0.7,12.1,4.6,3.6,rain
2000-11-11,0.0,22.8,9.5,3.0,sun
2000-11-12,1.4,14.3,2.8,1.3,drizzle
2000-11-12,0.0,17.8,5.4,2.0,fog
2000-11-12,0.1,5.6,4.6,4.2,rain
2000-11-13,19.9,8.3,-1.8,6.1,snow
2000-11-13,14.2,7.5,-1.2,3.4,snow
2000-11-14,0.4,19.5,10.0,3.8,rain
2000-11-14,0.5,25.6,14.6,2.2,drizzle
2000-11-16,0.0,19.4,9.0,2.5,sun
2000-11-17,0.5,26.1,6.6,2.6,drizzle
2000-11-18,0.1,16.0,4.1,2.2,rain
2000-11-18,0.0,19.9,8.4,1.8,fog
2000-11-18,0.4,7.0,4.9,3.7,rain
2000-11-18,6.9,23.5,3.4,2.3,rain
2000-11-19,0.0,12.8,5.6,0.2,fog
2000-11-19,0.0,18.5,17.6,2.3,sun
2000-11-19,3.0,6.3,4.6,3.9,rain
2000-11-20,1.3,2.2,-2.6,2.2,drizzle
2000-11-20,0.0,14.8,12.0,2.4,fog
2000-11-24,0.8,18.8,8.3,4.5,drizzle
2000-11-24,5.2,12.7,3.1,5.0,snow
2000-11-27,5.1,-0.4,-3.1,0.8,rain
2000-11-27,5.2,17.6,5.8,3.8,rain
2000-12-01,0.9,17.1,6.0,3.0,rain
2000-12-01,1.5,3.5,0.1,3.2,rain
2000-12-01,7.7,8.9,4.9,6.1,snow
2000-12-03,0.2,18.2,11.5,2.2,drizzle
2000-12-04,2.3,7.7,-0.1,4.6,snow
2000-12-04,0.0,6.2,4.9,2.9,fog
2000-12-04,0.0,21.0,15.2,3.5,fog
2000-12-05,12.5,11.7,2.2,2.8,rain
2000-12-07,0.0,32.7,7.4,4.1,sun
2000-12-08,0.0,5.1,-0.6,0.2,fog
2000-12-09,0.0,23.4,8.9,4.2,sun
2000-12-09,2.5,5.8,0.6,3.5,snow
2000-12-09,2.0,16.3,8.3,0.2,rain
2000-12-13,3.2,3.6,3.0,3.8,snow
2000-12-13,0.0,11.4,9.3,2.7,fog
2000-12-17,9.8,20.1,6.7,4.5,rain
2000-12-18,2.1,12.5,1.0,3.8,snow
2000-12-20,0.0,15.8,13.7,2.1,sun
2000-12-21,7.3,7.3,-1.3,4.0,snow
2000-12-22,0.0,39.3,1.6,3.1,sun
2000-12-23,9.1,11.8,-3.6,4.6,snow
2000-12-24,12.2,7.5,-0.3,3.1,snow
2000-12-26,0.0,-1.1,-5.0,1.6,fog
2000-12-26,12.1,9.3,-0.1,4.4,snow
2000-12-27,15.1,8.2,2.5,2.9,snow
2001-01-01,9.3,3.6,-1.9,1.3,snow
2001-01-01,23.9,3.1,0.5,5.1,snow
2001-01-02,20.7,4.4,-0.7,2.4,snow
2001-01-02,0.0,21.6,10.8,3.9,fog
2001-01-02,8.8,6.9,-0.1,4.1,snow
2001-01-03,15.1,5.2,-0.6,3.0,snow
2001-01-03,0.0,31.2,10.9,3.6,sun
2001-01-04,4.0,4.2,0.7,4.8,snow
2001-01-04,0.0,17.5,4.1,3.0,fog
2001-01-04,0.0,12.9,10.7,2.8,fog
2001-01-04,5.4,6.5,5.4,4.1,snow
2001-01-05,0.0,12.5,4.4,2.2,fog
2001-01-05,1.4,6.8,1.6,6.7,snow
2001-01-05,0.0,22.5,17.7,2.8,fog
2001-01-06,0.0,23.1,11.1,3.1,fog
2001-01-07,0.4,19.8,5.8,2.6,drizzle
2001-01-07,0.0,17.3,4.8,3.3,sun
2001-01-07,5.2,2.1,1.1,2.5,snow
2001-01-08,10.8,3.5,2.6,5.5,snow
2001-01-08,0.4,19.5,2.4,2.3,drizzle
2001-01-09,3.0,2.7,-3.2,4.8,snow
2001-01-09,0.6,10.4,7.8,2.2,drizzle
2001-01-09,4.6,7.1,2.5,0.2,rain
2001-01-10,7.5,2.8,-2.7,5.6,snow
2001-01-11,11.5,4.1,1.4,5.1,snow
2001-01-12,4.9,12.6,1.9,4.2,rain
2001-01-13,12.3,4.9,-0.3,4.8,snow
2001-01-13,23.9,7.1,-0.7,4.8,snow
2001-01-14,0.0,16.5,8.7,3.8,fog
2001-01-14,1.6,10.0,8.4,4.1,rain
2001-01-14,0.0,18.2,8.1,1.0,fog
2001-01-15,0.0,7.4,1.5,2.1,fog
2001-01-16,0.0,11.1,7.7,3.4,fog
2001-01-16,0.0,24.4,7.8,3.5,sun
2001-01-17,0.0,22.9,5.8,1.9,fog
2001-01-17,1.1,17.2,10.6,1.9,drizzle
2001-01-17,0.0,8.4,2.8,2.8,fog
2001-01-17,0.0,18.6,8.7,1.2,fog
2001-01-18,7.7,7.5,-3.6,4.8,snow
2001-01-18,10.5,2.2,-1.3,3.5,snow
2001-01-18,2.9,2.3,-1.2,4.6,snow
2001-01-19,1.9,20.7,13.6,2.7,drizzle
2001-01-19,4.2,5.7,-1.8,3.4,snow
2001-01-20,0.0,2.0,-1.8,1.3,fog
2001-01-21,0.0,20.5,15.6,1.2,sun
2001-01-22,6.8,-3.0,-7.2,5.2,snow
2001-01-22,6.0,1.4,-0.5,6.6,snow
2001-01-22,7.8,3.3,0.8,2.0,snow
2001-01-23,1.4,1.5,-1.5,4.0,snow
2001-01-23,1.4,17.8,12.7,2.9,drizzle
2001-01-24,0.1,8.4,5.8,3.8,rain
2001-01-25,5.4,7.1,-1.0,5.2,snow
2001-01-25,0.0,12.7,-1.8,0.6,fog
2001-01-25,19.8,5.6,0.5,1.6,snow
2001-01-27,18.8,4.4,0.9,5.3,snow
2001-02-01,1.5,16.2,4.2,2.5,drizzle
2001-02-02,5.4,7.7,5.8,5.0,rain
2001-02-02,0.4,5.8,0.1,2.3,drizzle
2001-02-02,12.8,6.7,-2.8,5.8,snow
2001-02-04,10.4,12.2,11.7,2.6,rain
2001-02-07,18.2,15.4,5.8,3.5,rain
2001-02-07,0.0,12.7,6.5,0.7,fog
2001-02-08,1.2,30.2,9.7,2.0,drizzle
2001-02-10,11.9,18.4,9.0,4.3,rain
2001-02-10,5.5,0.8,-1.8,5.2,snow
2001-02-10,15.8,9.7,-1.8,3.0,snow
2001-02-10,0.0,11.2,9.8,1.5,fog
2001-02-11,0.0,17.3,8.3,3.3,sun
2001-02-11,0.5,15.6,3.4,3.2,drizzle
2001-02-12,0.9,14.0,10.1,2.6,drizzle
2001-02-14,15.5,3.9,-1.3,2.9,snow
2001-02-14,2.2,14.2,7.0,3.1,rain
2001-02-14,12.3,3.6,-0.3,4.4,snow
2001-02-17,16.9,6.7,3.3,2.9,snow
2001-02-17,16.4,-2.4,-6.4,2.9,snow
2001-02-19,33.2,22.4,9.1,5.9,rain
2001-02-20,1.5,10.5,8.8,2.6,drizzle
2001-02-21,6.0,9.3,-2.4,3.8,snow
2001-02-24,1.2,18.6,5.3,1.5,drizzle
2001-02-25,2.8,8.0,5.1,0.9,rain
2001-03-01,16.5,13.4,2.7,5.9,rain
2001-03-02,0.3,9.0,1.5,1.4,rain
2001-03-02,10.5,7.7,-0.5,3.3,snow
2001-03-03,28.2,17.5,6.3,3.4,rain
2001-03-04,8.3,10.9,-0.9,4.3,snow
2001-03-04,20.2,9.3,-1.2,6.3,snow
2001-03-05,0.0,23.9,10.8,1.8,fog
2001-03-07,2.4,9.2,1.2,4.9,snow
2001-03-07,0.0,25.1,2.2,3.1,fog
2001-03-08,0.5,4.8,2.2,2.6,snow
2001-03-09,1.9,10.5,8.1,2.8,drizzle
2001-03-09,0.0,1.6,0.8,3.1,fog
2001-03-11,12.4,8.6,-2.1,6.7,snow
2001-03-12,1.6,9.4,0.8,3.3,snow
2001-03-12,0.4,13.7,-1.9,2.2,drizzle
2001-03-12,1.8,3.8,-1.1,5.8,snow
2001-03-13,1.8,0.3,-4.6,4.6,snow
2001-03-14,1.7,23.0,11.8,4.7,drizzle
2001-03-15,0.0,22.0,9.7,2.7,sun
2001-03-15,13.4,6.3,1.5,5.1,snow
2001-03-16,4.1,9.7,-0.7,2.4,snow
2001-03-16,5.9,12.3,10.6,1.3,rain
2001-03-16,1.6,6.7,3.1,5.8,snow
2001-03-16,0.3,27.2,-1.5,0.8,drizzle
2001-03-17,8.7,10.1,4.2,4.4,rain
2001-03-17,3.4,7.4,-2.3,5.5,snow
2001-03-19,2.3,4.6,3.4,3.9,snow
2001-03-20,0.0,10.2,6.9,3.0,fog
2001-03-20,0.1,18.0,4.3,5.3,rain
2001-03-21,0.3,9.9,8.9,3.4,rain
2001-03-22,23.9,3.0,-1.5,1.6,snow
2001-03-23,2.7,13.7,6.3,5.2,rain
2001-03-23,8.4,9.3,3.8,3.4,rain
2001-03-23,2.5,6.1,3.1,5.3,rain
2001-03-24,0.0,16.9,8.9,2.4,fog
2001-03-25,0.0,28.3,12.8,4.1,sun
2001-03-26,0.6,3.6,-2.4,5.0,snow
2001-03-26,0.9,18.2,5.7,1.5,drizzle
2001-03-27,3.4,8.7,4.0,4.6,snow
2001-03-27,0.2,7.9,2.0,4.1,snow
2001-03-27,4.1,9.3,6.1,4.8,rain
2001-04-01,2.3,14.2,8.7,2.4,rain
2001-04-01,0.0,24.4,10.6,3.5,sun
2001-04-01,0.4,12.1,3.2,3.3,drizzle
2001-04-04,14.0,5.9,4.1,4.4,snow
2001-04-05,1.4,9.5,5.2,3.8,drizzle
2001-04-06,1.3,12.7,8.0,1.6,drizzle
2001-04-08,0.0,17.6,7.1,2.3,sun
2001-04-08,0.6,9.3,8.2,2.4,drizzle
2001-04-09,21.2,13.0,4.4,7.0,rain
2001-04-10,2.2,15.5,10.1,3.5,rain
2001-04-14,0.7,15.0,4.4,5.4,rain
2001-04-14,10.4,9.1,7.5,4.9,rain
2001-04-17,2.3,6.7,0.5,4.1,snow
2001-04-18,6.5,5.0,0.1,4.0,snow
2001-04-18,0.0,15.8,8.0,2.3,fog
2001-04-18,0.0,21.5,6.4,2.0,sun
2001-04-20,0.0,27.6,6.9,1.7,sun
2001-04-21,0.8,22.8,12.1,1.5,drizzle
2001-04-22,0.0,0.4,-1.8,3.0,sun
2001-04-23,0.1,6.8,2.8,4.5,rain
2001-04-23,5.0,6.7,4.0,1.9,rain
2001-04-24,4.3,13.8,9.0,4.5,rain
2001-05-02,0.0,15.8,3.4,2.3,fog
2001-05-02,0.0,6.0,0.5,3.5,sun
2001-05-03,0.0,4.5,0.3,3.4,sun
2001-05-04,0.0,3.6,1.1,1.2,sun
2001-05-05,0.2,19.1,7.6,2.5,rain
2001-05-05,0.0,15.1,12.2,2.9,sun
2001-05-06,0.0,6.0,2.3,3.1,fog
2001-05-09,0.0,24.9,12.7,3.3,sun
2001-05-09,0.0,12.0,-0.4,2.4,fog
2001-05-11,0.0,23.7,5.8,3.6,fog
2001-05-12,2.1,6.7,2.9,1.1,rain
2001-05-15,0.0,26.4,13.2,4.4,sun
2001-05-17,0.0,26.4,10.1,2.8,sun
2001-05-17,22.9,20.7,9.9,0.5,rain
2001-05-17,0.0,21.3,8.0,2.9,sun
2001-05-19,2.0,5.4,2.5,2.0,rain
2001-05-21,1.4,23.4,3.1,3.1,rain
2001-05-22,0.0,15.9,10.0,1.2,fog
2001-05-24,0.0,21.6,15.8,2.0,sun
2001-06-01,0.0,13.9,8.8,2.1,sun
2001-06-01,0.0,22.0,20.8,2.6,sun
2001-06-04,0.3,10.9,8.3,6.0,rain
2001-06-05,0.0,14.3,10.5,0.2,fog
2001-06-09,4.3,14.6,3.0,3.8,rain
2001-06-16,14.3,8.3,7.7,6.0,rain
2001-06-17,0.0,17.3,6.0,3.7,fog
2001-06-18,1.9,21.3,8.5,1.2,rain
2001-06-18,1.7,23.6,5.7,1.6,drizzle
2001-06-19,0.0,26.6,6.9,2.3,sun
2001-07-01,0.0,11.5,9.2,4.0,sun
2001-07-02,0.0,13.3,4.9,4.5,sun
2001-07-04,0.0,21.8,8.9,2.1,sun
2001-07-07,0.0,26.1,11.2,3.9,sun
2001-07-07,0.0,25.5,8.5,4.2,fog
2001-07-08,0.5,22.8,1.1,1.7,drizzle
2001-07-09,0.0,8.4,6.7,3.8,sun
2001-07-11,0.0,16.9,9.9,1.7,sun
2001-07-11,1.0,10.2,4.7,1.1,drizzle
2001-07-12,0.9,15.1,10.5,1.9,drizzle
2001-07-13,0.0,5.8,3.0,3.9,sun
2001-07-13,0.0,22.6,-2.9,4.2,fog
2001-07-13,0.0,14.8,9.9,2.4,sun
2001-07-13,0.0,10.6,7.9,2.1,fog
2001-07-13,1.3,10.0,7.6,2.5,drizzle
2001-07-15,1.5,10.9,4.8,4.0,drizzle
2001-07-15,1.3,24.2,1.7,3.1,drizzle
2001-07-15,0.2,10.4,4.9,2.3,drizzle
2001-07-16,1.3,15.6,12.7,3.1,drizzle
2001-07-16,0.0,20.0,6.2,3.1,sun
2001-07-17,0.0,25.5,13.2,0.6,sun
2001-07-17,1.1,18.6,14.6,2.0,drizzle
2001-07-18,0.0,6.7,2.9,5.0,fog
2001-07-18,0.7,24.5,5.0,3.6,drizzle
2001-07-18,0.0,25.7,25.1,1.4,sun
2001-07-18,2.0,16.6,5.8,0.9,drizzle
2001-07-19,0.0,22.1,10.3,3.0,fog
2001-07-20,1.5,19.3,7.1,2.1,drizzle
2001-07-20,0.0,9.8,6.0,2.7,fog
2001-07-21,0.0,20.9,8.4,4.3,sun
2001-07-22,1.1,33.9,7.0,4.3,drizzle
2001-07-22,0.0,11.1,9.2,1.5,sun
2001-07-24,0.9,43.9,-5.7,0.6,drizzle
2001-07-24,0.0,24.6,17.8,3.0,sun
2001-07-24,0.0,16.6,8.4,2.8,sun
2001-07-26,3.1,6.4,1.9,1.6,rain
2001-07-27,0.5,11.5,10.3,2.8,drizzle
2001-08-01,0.0,24.2,2.0,0.2,fog
2001-08-02,0.0,18.2,3.5,2.5,sun
2001-08-03,1.0,17.7,6.1,1.8,drizzle
2001-08-04,0.0,17.0,6.3,2.8,fog
2001-08-06,1.2,23.0,4.7,3.1,drizzle
