precipitation,temp_max,temp_min,wind,weather,month,day,day_of_week,day_of_year,quarter,week_of_year,month_sin,month_cos,avg_temp,temp_range,season
0.0,9.2,4.0,2.7,1,3,16,3,76,1,11,1.0,6.123233995736766e-17,6.6,5.199999999999999,1
0.0,6.6,3.5,1.9,1,3,17,4,77,1,11,1.0,6.123233995736766e-17,5.05,3.0999999999999996,1
0.1,17.3,9.6,1.1,2,3,19,6,79,1,11,1.0,6.123233995736766e-17,13.45,7.700000000000001,1
12.3,9.5,1.2,6.2,3,3,24,4,84,1,12,1.0,6.123233995736766e-17,5.35,8.3,1
23.9,1.7,-0.9,4.3,3,3,24,4,84,1,12,1.0,6.123233995736766e-17,0.39999999999999997,2.6,1
0.0,20.8,12.1,0.2,1,3,25,5,85,1,12,1.0,6.123233995736766e-17,16.45,8.700000000000001,1
0.0,8.0,2.4,2.0,4,3,25,5,85,1,12,1.0,6.123233995736766e-17,5.2,5.6,1
0.5,9.3,-2.1,6.2,3,3,26,6,86,1,12,1.0,6.123233995736766e-17,3.6000000000000005,11.4,1
9.9,3.4,-3.8,5.3,3,3,26,6,86,1,12,1.0,6.123233995736766e-17,-0.19999999999999996,7.199999999999999,1
0.0,12.9,7.9,1.8,1,3,26,6,86,1,12,1.0,6.123233995736766e-17,10.4,5.0,1
0.0,22.1,16.8,3.9,4,4,2,6,93,2,13,0.8660254037844387,-0.4999999999999998,19.450000000000003,5.300000000000001,1
0.0,19.2,15.2,4.4,1,4,3,0,94,2,14,0.8660254037844387,-0.4999999999999998,17.2,4.0,1
0.0,11.5,3.0,3.5,4,4,11,1,102,2,15,0.8660254037844387,-0.4999999999999998,7.25,8.5,1
7.6,6.9,0.1,2.6,3,4,12,2,103,2,15,0.8660254037844387,-0.4999999999999998,3.5,6.800000000000001,1
0.0,24.1,20.1,3.1,4,4,12,2,103,2,15,0.8660254037844387,-0.4999999999999998,22.1,4.0,1
0.8,11.9,1.7,4.3,2,4,13,3,104,2,15,0.8660254037844387,-0.4999999999999998,6.8,10.200000000000001,1
0.0,23.0,-1.1,3.2,4,4,13,3,104,2,15,0.8660254037844387,-0.4999999999999998,10.95,24.1,1
0.6,11.3,4.9,6.5,2,4,15,5,106,2,15,0.8660254037844387,-0.4999999999999998,8.100000000000001,6.4,1
0.0,22.5,5.3,0.8,1,4,15,5,106,2,15,0.8660254037844387,-0.4999999999999998,13.9,17.2,1
0.0,15.8,11.2,4.2,1,4,16,6,107,2,15,0.8660254037844387,-0.4999999999999998,13.5,4.600000000000001,1
4.3,16.4,5.0,4.4,2,4,16,6,107,2,15,0.8660254037844387,-0.4999999999999998,10.7,11.399999999999999,1
9.0,1.6,-0.2,5.2,3,4,17,0,108,2,16,0.8660254037844387,-0.4999999999999998,0.7000000000000001,1.8,1
0.0,14.4,3.1,3.2,1,4,18,1,109,2,16,0.8660254037844387,-0.4999999999999998,8.75,11.3,1
0.0,19.5,2.6,3.1,4,4,22,5,113,2,16,0.8660254037844387,-0.4999999999999998,11.05,16.9,1
0.0,9.2,6.3,3.1,1,5,1,0,122,2,18,0.49999999999999994,-0.8660254037844387,7.75,2.8999999999999995,1
0.0,14.4,9.9,3.2,1,5,2,1,123,2,18,0.49999999999999994,-0.8660254037844387,12.15,4.5,1
0.0,25.9,5.2,2.4,4,5,6,5,127,2,18,0.49999999999999994,-0.8660254037844387,15.549999999999999,20.7,1
0.0,27.7,14.8,3.0,4,5,9,1,130,2,19,0.49999999999999994,-0.8660254037844387,21.25,12.899999999999999,1
5.5,24.3,0.9,5.7,2,5,10,2,131,2,19,0.49999999999999994,-0.8660254037844387,12.6,23.400000000000002,1
1.2,6.6,2.0,6.1,2,5,11,3,132,2,19,0.49999999999999994,-0.8660254037844387,4.3,4.6,1
0.0,14.6,6.0,1.6,1,5,13,5,134,2,19,0.49999999999999994,-0.8660254037844387,10.3,8.6,1
20.3,16.9,4.8,3.8,2,5,18,3,139,2,20,0.49999999999999994,-0.8660254037844387,10.85,12.099999999999998,1
14.9,12.2,6.0,3.4,2,5,22,0,143,2,21,0.49999999999999994,-0.8660254037844387,9.1,6.199999999999999,1
0.0,29.0,11.3,3.5,4,5,24,2,145,2,21,0.49999999999999994,-0.8660254037844387,20.15,17.7,1
0.0,14.4,10.9,4.4,4,5,27,5,148,2,21,0.49999999999999994,-0.8660254037844387,12.65,3.5,1
0.0,16.3,8.4,4.3,4,5,27,5,148,2,21,0.49999999999999994,-0.8660254037844387,12.350000000000001,7.9,1
0.1,9.4,7.1,4.2,2,6,1,3,153,2,22,1.2246467991473532e-16,-1.0,8.25,2.3000000000000007,2
32.0,20.9,7.0,2.8,2,6,3,5,155,2,22,1.2246467991473532e-16,-1.0,13.95,13.899999999999999,2
0.0,33.6,11.6,1.9,4,6,3,5,155,2,22,1.2246467991473532e-16,-1.0,22.6,22.0,2
8.8,5.4,4.3,4.0,2,6,4,6,156,2,22,1.2246467991473532e-16,-1.0,4.85,1.1000000000000005,2
1.4,13.2,10.1,3.1,2,6,5,0,157,2,23,1.2246467991473532e-16,-1.0,11.649999999999999,3.0999999999999996,2
6.0,13.6,6.1,5.3,2,6,9,4,161,2,23,1.2246467991473532e-16,-1.0,9.85,7.5,2
0.0,24.8,12.4,3.9,4,6,10,5,162,2,23,1.2246467991473532e-16,-1.0,18.6,12.4,2
19.3,12.5,8.5,5.1,2,6,12,0,164,2,24,1.2246467991473532e-16,-1.0,10.5,4.0,2
0.9,-3.5,-6.4,3.8,0,6,12,0,164,2,24,1.2246467991473532e-16,-1.0,-4.95,2.9000000000000004,2
0.1,11.9,9.9,3.9,2,6,14,2,166,2,24,1.2246467991473532e-16,-1.0,10.9,2.0,2
0.0,17.7,8.2,2.8,4,6,15,3,167,2,24,1.2246467991473532e-16,-1.0,12.95,9.5,2
0.0,-2.2,-7.2,1.2,4,6,15,3,167,2,24,1.2246467991473532e-16,-1.0,-4.7,5.0,2
2.3,11.8,5.5,4.5,2,6,16,4,168,2,24,1.2246467991473532e-16,-1.0,8.65,6.300000000000001,2
0.0,35.5,6.7,1.4,4,6,16,4,168,2,24,1.2246467991473532e-16,-1.0,21.1,28.8,2
0.0,15.7,4.0,3.1,4,6,18,6,170,2,24,1.2246467991473532e-16,-1.0,9.85,11.7,2
0.0,11.7,10.0,5.8,4,6,20,1,172,2,25,1.2246467991473532e-16,-1.0,10.85,1.6999999999999993,2
0.6,13.6,3.6,2.4,0,6,23,4,175,2,25,1.2246467991473532e-16,-1.0,8.6,10.0,2
0.0,13.5,3.9,1.2,4,6,24,5,176,2,25,1.2246467991473532e-16,-1.0,8.7,9.6,2
0.4,14.2,0.0,2.7,0,6,26,0,178,2,26,1.2246467991473532e-16,-1.0,7.1,14.2,2
0.0,25.4,6.2,2.7,4,7,1,5,183,3,26,-0.4999999999999997,-0.8660254037844388,15.799999999999999,19.2,2
0.0,5.5,1.9,4.4,4,7,2,6,184,3,26,-0.4999999999999997,-0.8660254037844388,3.7,3.6,2
0.0,9.1,3.6,2.3,4,7,2,6,184,3,26,-0.4999999999999997,-0.8660254037844388,6.35,5.5,2
0.8,7.9,6.8,2.5,0,7,3,0,185,3,27,-0.4999999999999997,-0.8660254037844388,7.35,1.1000000000000005,2
0.0,14.0,8.5,4.6,4,7,4,1,186,3,27,-0.4999999999999997,-0.8660254037844388,11.25,5.5,2
0.4,19.6,9.6,2.4,0,7,5,2,187,3,27,-0.4999999999999997,-0.8660254037844388,14.600000000000001,10.000000000000002,2
10.8,14.7,11.6,4.5,2,7,6,3,188,3,27,-0.4999999999999997,-0.8660254037844388,13.149999999999999,3.0999999999999996,2
0.0,27.5,10.6,2.9,4,7,7,4,189,3,27,-0.4999999999999997,-0.8660254037844388,19.05,16.9,2
0.2,28.7,2.2,2.2,0,7,9,6,191,3,27,-0.4999999999999997,-0.8660254037844388,15.45,26.5,2
0.0,30.9,12.3,2.0,1,7,9,6,191,3,27,-0.4999999999999997,-0.8660254037844388,21.6,18.599999999999998,2
0.0,31.9,9.2,4.8,4,7,10,0,192,3,28,-0.4999999999999997,-0.8660254037844388,20.549999999999997,22.7,2
0.0,30.4,4.3,1.6,4,7,10,0,192,3,28,-0.4999999999999997,-0.8660254037844388,17.349999999999998,26.099999999999998,2
1.0,22.5,0.9,1.8,0,7,12,2,194,3,28,-0.4999999999999997,-0.8660254037844388,11.7,21.6,2
0.0,30.6,6.1,3.6,4,7,15,5,197,3,28,-0.4999999999999997,-0.8660254037844388,18.35,24.5,2
0.0,20.5,3.6,5.1,4,7,15,5,197,3,28,-0.4999999999999997,-0.8660254037844388,12.05,16.9,2
0.0,19.9,0.9,0.9,4,7,15,5,197,3,28,-0.4999999999999997,-0.8660254037844388,10.399999999999999,19.0,2
0.0,9.5,6.2,2.6,1,7,17,0,199,3,29,-0.4999999999999997,-0.8660254037844388,7.85,3.3,2
31.2,25.2,14.0,5.0,2,7,17,0,199,3,29,-0.4999999999999997,-0.8660254037844388,19.6,11.2,2
0.0,20.0,4.8,2.3,1,7,19,2,201,3,29,-0.4999999999999997,-0.8660254037844388,12.4,15.2,2
0.0,26.9,5.6,4.2,4,7,19,2,201,3,29,-0.4999999999999997,-0.8660254037844388,16.25,21.299999999999997,2
0.0,27.2,12.1,5.0,4,7,20,3,202,3,29,-0.4999999999999997,-0.8660254037844388,19.65,15.1,2
0.0,21.6,8.0,2.8,4,7,21,4,203,3,29,-0.4999999999999997,-0.8660254037844388,14.8,13.600000000000001,2
0.0,17.5,11.5,2.3,4,7,22,5,204,3,29,-0.4999999999999997,-0.8660254037844388,14.5,6.0,2
1.4,6.8,4.7,1.0,0,7,22,5,204,3,29,-0.4999999999999997,-0.8660254037844388,5.75,2.0999999999999996,2
1.0,13.1,8.8,1.4,0,7,24,0,206,3,30,-0.4999999999999997,-0.8660254037844388,10.95,4.299999999999999,2
1.3,31.6,11.1,3.0,0,7,26,2,208,3,30,-0.4999999999999997,-0.8660254037844388,21.35,20.5,2
1.4,10.0,-4.4,2.0,0,7,26,2,208,3,30,-0.4999999999999997,-0.8660254037844388,2.8,14.4,2
0.0,20.5,-0.3,1.3,4,7,27,3,209,3,30,-0.4999999999999997,-0.8660254037844388,10.1,20.8,2
0.0,22.1,10.1,6.0,4,8,1,1,214,3,31,-0.8660254037844385,-0.5000000000000004,16.1,12.000000000000002,2
0.7,3.6,2.6,3.1,0,8,2,2,215,3,31,-0.8660254037844385,-0.5000000000000004,3.1,1.0,2
0.0,5.0,1.4,4.4,4,8,3,3,216,3,31,-0.8660254037844385,-0.5000000000000004,3.2,3.6,2
0.8,21.2,6.7,2.8,0,8,4,4,217,3,31,-0.8660254037844385,-0.5000000000000004,13.95,14.5,2
0.0,24.5,-0.8,4.0,1,8,4,4,217,3,31,-0.8660254037844385,-0.5000000000000004,11.85,25.3,2
1.3,10.5,-4.4,2.1,0,8,5,5,218,3,31,-0.8660254037844385,-0.5000000000000004,3.05,14.9,2
1.5,22.8,7.0,1.5,0,8,5,5,218,3,31,-0.8660254037844385,-0.5000000000000004,14.9,15.8,2
0.0,30.3,8.2,1.3,1,8,5,5,218,3,31,-0.8660254037844385,-0.5000000000000004,19.25,22.1,2
1.6,16.2,3.5,1.9,0,8,6,6,219,3,31,-0.8660254037844385,-0.5000000000000004,9.85,12.7,2
1.1,12.0,8.0,2.9,0,8,7,0,220,3,32,-0.8660254037844385,-0.5000000000000004,10.0,4.0,2
0.3,19.5,13.1,3.9,0,8,8,1,221,3,32,-0.8660254037844385,-0.5000000000000004,16.3,6.4,2
0.0,31.6,7.3,3.6,4,8,11,4,224,3,32,-0.8660254037844385,-0.5000000000000004,19.45,24.3,2
1.8,19.5,9.0,1.6,0,8,12,5,225,3,32,-0.8660254037844385,-0.5000000000000004,14.25,10.5,2
0.9,30.0,13.1,3.0,0,8,13,6,226,3,32,-0.8660254037844385,-0.5000000000000004,21.55,16.9,2
0.0,21.3,8.6,2.3,4,8,14,0,227,3,33,-0.8660254037844385,-0.5000000000000004,14.95,12.700000000000001,2
0.2,3.4,-4.9,2.0,0,8,16,2,229,3,33,-0.8660254037844385,-0.5000000000000004,-0.7500000000000002,8.3,2
0.0,40.2,14.5,3.6,1,8,19,5,232,3,33,-0.8660254037844385,-0.5000000000000004,27.35,25.700000000000003,2
0.0,19.5,4.9,1.8,4,8,21,0,234,3,34,-0.8660254037844385,-0.5000000000000004,12.2,14.6,2
0.1,26.7,9.6,1.5,0,8,21,0,234,3,34,-0.8660254037844385,-0.5000000000000004,18.15,17.1,2
1.3,9.9,5.5,1.6,0,8,22,1,235,3,34,-0.8660254037844385,-0.5000000000000004,7.7,4.4,2
1.3,20.5,17.0,2.9,0,8,23,2,236,3,34,-0.8660254037844385,-0.5000000000000004,18.75,3.5,2
1.9,13.2,-1.3,1.1,0,8,24,3,237,3,34,-0.8660254037844385,-0.5000000000000004,5.949999999999999,14.5,2
0.0,23.0,10.6,2.3,4,8,25,4,238,3,34,-0.8660254037844385,-0.5000000000000004,16.8,12.4,2
0.0,17.1,2.8,0.4,4,8,25,4,238,3,34,-0.8660254037844385,-0.5000000000000004,9.950000000000001,14.3,2
1.4,6.9,-9.4,3.5,0,8,26,5,239,3,34,-0.8660254037844385,-0.5000000000000004,-1.25,16.3,2
0.0,23.6,3.3,3.7,1,8,27,6,240,3,34,-0.8660254037844385,-0.5000000000000004,13.450000000000001,20.3,2
1.0,8.7,1.2,1.9,0,9,1,4,245,3,35,-1.0,-1.8369701987210297e-16,4.949999999999999,7.499999999999999,0
0.0,25.3,4.6,2.3,4,9,1,4,245,3,35,-1.0,-1.8369701987210297e-16,14.95,20.700000000000003,0
0.0,14.7,8.0,2.7,4,9,2,5,246,3,35,-1.0,-1.8369701987210297e-16,11.35,6.699999999999999,0
0.2,-1.1,-3.3,3.6,0,9,3,6,247,3,35,-1.0,-1.8369701987210297e-16,-2.2,2.1999999999999997,0
0.0,26.8,5.3,2.1,4,9,4,0,248,3,36,-1.0,-1.8369701987210297e-16,16.05,21.5,0
0.0,15.9,8.4,4.4,4,9,5,1,249,3,36,-1.0,-1.8369701987210297e-16,12.15,7.5,0
0.0,24.3,0.4,3.5,4,9,6,2,250,3,36,-1.0,-1.8369701987210297e-16,12.35,23.900000000000002,0
0.0,23.0,9.6,1.5,4,9,6,2,250,3,36,-1.0,-1.8369701987210297e-16,16.3,13.4,0
0.0,23.6,1.0,2.1,1,9,6,2,250,3,36,-1.0,-1.8369701987210297e-16,12.3,22.6,0
0.0,13.8,11.4,2.4,1,9,7,3,251,3,36,-1.0,-1.8369701987210297e-16,12.600000000000001,2.4000000000000004,0
1.8,15.3,11.6,1.7,0,9,8,4,252,3,36,-1.0,-1.8369701987210297e-16,13.45,3.700000000000001,0
0.0,17.6,5.2,2.6,1,9,8,4,252,3,36,-1.0,-1.8369701987210297e-16,11.4,12.400000000000002,0
0.0,12.9,6.1,3.3,1,9,8,4,252,3,36,-1.0,-1.8369701987210297e-16,9.5,6.800000000000001,0
0.0,20.0,11.5,0.9,1,9,8,4,252,3,36,-1.0,-1.8369701987210297e-16,15.75,8.5,0
0.0,11.4,8.6,2.1,1,9,9,5,253,3,36,-1.0,-1.8369701987210297e-16,10.0,2.8000000000000007,0
0.0,18.7,2.6,4.1,1,9,10,6,254,3,36,-1.0,-1.8369701987210297e-16,10.65,16.099999999999998,0
0.0,19.2,3.6,1.5,1,9,12,1,256,3,37,-1.0,-1.8369701987210297e-16,11.4,15.6,0
0.0,19.6,12.1,1.3,1,9,12,1,256,3,37,-1.0,-1.8369701987210297e-16,15.850000000000001,7.500000000000002,0
0.0,14.9,5.1,2.1,1,9,13,2,257,3,37,-1.0,-1.8369701987210297e-16,10.0,9.8,0
0.4,12.3,9.7,2.8,0,9,13,2,257,3,37,-1.0,-1.8369701987210297e-16,11.0,2.6000000000000014,0
0.0,3.8,0.3,2.9,4,9,15,4,259,3,37,-1.0,-1.8369701987210297e-16,2.05,3.5,0
0.0,10.6,8.5,3.1,1,9,16,5,260,3,37,-1.0,-1.8369701987210297e-16,9.55,2.0999999999999996,0
0.0,13.0,-0.8,1.4,1,9,17,6,261,3,37,-1.0,-1.8369701987210297e-16,6.1,13.8,0
0.0,18.1,6.2,1.6,1,9,17,6,261,3,37,-1.0,-1.8369701987210297e-16,12.15,11.900000000000002,0
2.0,12.8,5.7,1.9,0,9,19,1,263,3,38,-1.0,-1.8369701987210297e-16,9.25,7.1000000000000005,0
0.0,8.6,6.8,3.2,4,9,20,2,264,3,38,-1.0,-1.8369701987210297e-16,7.699999999999999,1.7999999999999998,0
0.0,15.5,-6.3,6.2,1,9,20,2,264,3,38,-1.0,-1.8369701987210297e-16,4.6,21.8,0
0.1,9.3,7.7,4.1,2,9,20,2,264,3,38,-1.0,-1.8369701987210297e-16,8.5,1.6000000000000005,0
1.3,24.9,13.3,2.8,0,9,21,3,265,3,38,-1.0,-1.8369701987210297e-16,19.1,11.599999999999998,0
0.1,15.9,-1.9,1.9,0,9,22,4,266,3,38,-1.0,-1.8369701987210297e-16,7.0,17.8,0
0.0,11.8,4.5,3.3,1,9,23,5,267,3,38,-1.0,-1.8369701987210297e-16,8.15,7.300000000000001,0
0.4,8.1,-1.1,3.2,0,9,23,5,267,3,38,-1.0,-1.8369701987210297e-16,3.5,9.2,0
0.0,5.7,1.7,2.5,1,9,24,6,268,3,38,-1.0,-1.8369701987210297e-16,3.7,4.0,0
0.6,22.9,17.6,1.6,0,9,24,6,268,3,38,-1.0,-1.8369701987210297e-16,20.25,5.299999999999997,0
0.0,22.2,19.4,4.3,4,9,26,1,270,3,39,-1.0,-1.8369701987210297e-16,20.799999999999997,2.8000000000000007,0
0.0,24.8,7.4,2.9,1,9,26,1,270,3,39,-1.0,-1.8369701987210297e-16,16.1,17.4,0
1.8,16.5,15.9,3.8,0,9,26,1,270,3,39,-1.0,-1.8369701987210297e-16,16.2,0.5999999999999996,0
0.0,22.2,12.0,3.4,4,10,1,6,275,4,39,-0.8660254037844386,0.5000000000000001,17.1,10.2,0
